Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,Location,Quarter,ln_HPI,Entity,ln_HighPayJobs,HighPayJobs,AvgWage,ln_Permits_lag1,TotalPermits,PermitsPer1000Households,PermitShare,RegionalHouseholds,TotalPermits_Statewide,InterestRate,Time_FE,Entity_FE
22204,2024,6.23,1611.87,439.04,369.54,Arlington County,2024Q4,7.385150274653287,22204_Arlington County,18.10324024933631,72801000,195377.1164021164,2.3616216383179247,1198.307985343143,9.874157330733391,0.035183299138058746,121358.0,34059.0,5.1433333333333335,2024,22204_Arlington County
22205,2022,10.19,1626.7,423.47,322.08,Arlington County,2022Q4,7.394308701772408,22205_Arlington County,17.89793097597797,59288800,194915.40303272146,2.470050254872163,1413.9591206549592,11.743748977624431,0.035615201648698,120401.0,39701.0,1.6833333333333333,2022,22205_Arlington County
22205,2023,1.39,1649.32,429.36,326.56,Arlington County,2023Q4,7.408118360737219,22205_Arlington County,18.032136172728453,67804300,194326.99184665998,2.463321097122641,1293.2595732175027,10.608140078232683,0.03582833480766574,121912.0,36096.0,5.024166666666667,2023,22205_Arlington County
22205,2024,8.1,1782.83,464.11,352.99,Arlington County,2024Q4,7.485957268393239,22205_Arlington County,18.10324024933631,72801000,195377.1164021164,2.3616216383179247,1198.307985343143,9.874157330733391,0.035183299138058746,121358.0,34059.0,5.1433333333333335,2024,22205_Arlington County
22206,2022,5.19,661.06,439.26,367.72,Arlington County,2022Q4,6.493844607290443,22206_Arlington County,17.89793097597797,59288800,194915.40303272146,2.470050254872163,1413.9591206549592,11.743748977624431,0.035615201648698,120401.0,39701.0,1.6833333333333333,2022,22206_Arlington County
22206,2023,0.42,663.84,441.1,369.27,Arlington County,2023Q4,6.4980411565845575,22206_Arlington County,18.032136172728453,67804300,194326.99184665998,2.463321097122641,1293.2595732175027,10.608140078232683,0.03582833480766574,121912.0,36096.0,5.024166666666667,2023,22206_Arlington County
22206,2024,-2.56,646.81,429.79,359.79,Arlington County,2024Q4,6.472052588313182,22206_Arlington County,18.10324024933631,72801000,195377.1164021164,2.3616216383179247,1198.307985343143,9.874157330733391,0.035183299138058746,121358.0,34059.0,5.1433333333333335,2024,22206_Arlington County
22207,2022,11.78,1579.54,399.9,309.89,Arlington County,2022Q4,7.36488894439125,22207_Arlington County,17.89793097597797,59288800,194915.40303272146,2.470050254872163,1413.9591206549592,11.743748977624431,0.035615201648698,120401.0,39701.0,1.6833333333333333,2022,22207_Arlington County
22207,2023,-0.33,1574.3,398.57,308.86,Arlington County,2023Q4,7.361566008020583,22207_Arlington County,18.032136172728453,67804300,194326.99184665998,2.463321097122641,1293.2595732175027,10.608140078232683,0.03582833480766574,121912.0,36096.0,5.024166666666667,2023,22207_Arlington County
22207,2024,7.71,1695.74,429.32,332.69,Arlington County,2024Q4,7.435874502713121,22207_Arlington County,18.10324024933631,72801000,195377.1164021164,2.3616216383179247,1198.307985343143,9.874157330733391,0.035183299138058746,121358.0,34059.0,5.1433333333333335,2024,22207_Arlington County
22213,2022,3.18,552.27,362.24,280.79,Arlington County,2022Q4,6.314037057126581,22213_Arlington County,17.89793097597797,59288800,194915.40303272146,2.470050254872163,1413.9591206549592,11.743748977624431,0.035615201648698,120401.0,39701.0,1.6833333333333333,2022,22213_Arlington County
22213,2024,,627.43,411.55,319.01,Arlington County,2024Q4,6.441632110998492,22213_Arlington County,18.10324024933631,72801000,195377.1164021164,2.3616216383179247,1198.307985343143,9.874157330733391,0.035183299138058746,121358.0,34059.0,5.1433333333333335,2024,22213_Arlington County
